soil_moisture,air_humidity,temperature,light,output
42.47240713084175,74.90808570098726,19.62832322096549,567.1736066225963,4
77.04285838459498,66.80481831720601,28.54752368445895,531.2636898667579,2
63.91963650868431,55.47638081431639,36.82364589691021,123.07785922579212,2
55.9195090518222,80.68975098534743,33.305622160239025,407.1230448635407,3
29.36111842654619,74.23655862769397,35.16402869653624,442.17605690727135,6
29.35967122017216,48.130846967244565,31.46958416776793,458.94050280721046,6
23.485016730091967,85.54635922469213,32.30691411294632,622.1551323045991,5
71.97056874649611,81.12686214615846,36.22989128913298,580.2422920541906,2
56.06690070459253,87.4899956645962,21.241700221479647,647.1145835141001,3
62.48435466776273,76.28597541941801,27.235624091078517,788.3949353879154,2
21.23506965774815,70.6707597967895,20.530236045490057,831.6871648444841,6
78.19459112971967,60.912151814530944,39.69170019991617,746.310768603845,3
69.94655844802531,86.63642416770065,38.60148349216533,959.9713263594412,3
32.74034664069657,83.30319447502042,15.985670284212649,116.40932440872548,2
30.90949803242604,42.26093350530947,32.63937931289221,276.2001871151915,4
31.00427059120603,41.3183487248626,38.13120793539164,106.8065874803279,4
38.254534577572265,58.82316834390248,19.51438362818334,682.7272427391428,4
51.48538589793427,80.52766653909165,29.198630763815736,908.2274940549884,4
45.916701118526944,89.36380646574722,37.88720743970104,319.1340669186693,4
37.47374841188251,47.52084455517641,15.848649464644971,934.331090316676,5
56.71117368334277,69.70653576760675,32.435506681171,154.24065126060475,3
28.36963163912251,59.04454283155108,22.43372518431377,940.9924241249628,6
37.52867891211309,88.49571989073016,38.10990488441326,416.460418515671,4
41.9817105976215,82.10594615678544,39.27645612913419,191.27874560429487,3
47.36419905302216,81.91643523555689,38.60666222783585,537.284583267693,4
67.11055768358082,63.43465798974852,26.855355416436595,331.0989109484572,2
31.980426929501583,60.74097511688326,36.55106627473283,356.3856117657306,5
50.8540663048167,53.670353596535314,36.11373496337676,376.56096843365793,5
55.54487413172255,42.81877483254635,22.97751183108139,822.7233080493971,5
22.787024763199863,83.23611881275266,35.72288685376694,585.245149007729,6
56.4526911140863,80.64505045650388,15.925190867887316,380.1769292404033,3
30.23144742123749,89.98588366430653,29.90674696205133,649.3004049798266,3
23.903095579116773,89.83184185369527,20.750220932192576,744.5356068008742,5
76.93313223519999,67.77158528013138,18.01417214443197,345.3616006601804,2
77.93792198447356,78.44937075902553,16.92383004073023,472.1941913728164,2
68.50384088698766,87.23828649412141,32.407219396953494,209.6974840032528,1
38.27682615040224,82.48236953387058,23.49687409420165,263.0344145812123,3
25.86032684038303,52.36740508715988,33.11916928821904,713.0060685684846,6
61.05398159072941,62.52720676550467,16.63390851997356,263.2945129260643,2
46.40914962437608,46.45797075757475,22.88225844576526,572.6470453003542,4
27.32229409068673,87.70255136293612,28.48728230938343,738.1416355501894,5
49.71061460667621,70.308731722544,34.76807912097409,196.18923078526944,3
22.063311266913104,51.43214027517314,22.968812573301747,610.5809976660132,6
74.55922412472692,73.58503422029284,30.647284410925227,330.9065053312274,2
35.52679889600101,70.90641202289478,37.14944370590467,966.6341877138218,6
59.75133706123892,57.90813590164203,30.396579704557617,535.1910820479322,4
38.70266456536466,45.67787960998145,20.823986868840844,825.3932947976423,5
51.20408127066865,73.57865977963998,15.61001953891345,595.2038879406356,4
52.80261676059678,66.01538504518966,36.752471847523246,139.07127956933726,4
31.091267331531625,78.61591958678196,15.53173527125968,669.8362380346201,4
78.17507766587352,66.00817505559966,36.867541817104986,956.2630079859912,4
66.50796940166687,82.609075015927,28.2234283506803,641.450638131698,1
76.36993649385136,67.59534193872427,38.476692462822406,837.2699734841112,4
73.68964102565893,68.04689857676931,34.96958089434163,895.785817013567,3
55.87399872866511,83.83268013291726,39.94835276333343,305.2717947540392,4
75.312454101387,60.174143310619854,23.767795386292757,290.84035591740394,2
25.30955012311517,46.70076142253204,34.17970722327817,649.8828899658926,6
31.758971745148717,41.43913381566695,25.048272840231053,469.9256228260342,4
22.713637334632285,77.75686278368096,26.99689050759772,855.8751725800483,6
39.519819845795865,71.01547756767323,30.68763658045925,910.02081105821,5
43.320637381368925,75.20398840496118,36.84192785465847,418.0792413724463,5
36.28094190643375,50.64820807544554,39.602086729982375,313.18350307703383,5
69.72425054911577,46.818573779338486,34.206835346612955,802.4729637194756,3
41.40519960161536,40.7272332833941,25.444169554183343,347.32543199332247,4
36.85607058124285,57.52937794032985,25.533925056926755,840.3528866623105,5
52.56176498949491,69.49588434273166,33.43955753972229,481.3644282838865,4
28.45545349848576,59.61220225498661,20.96942864420756,700.7949093623234,6
68.13181884524238,61.873746101186455,17.761852828284866,185.98178245120133,1
24.473038620786248,85.20793472468742,23.865553941019414,661.4733922089157,5
79.21321619603104,57.412773351165015,22.180974791352043,506.5909108635062,2
66.33468615779944,65.69947445799053,22.407703011399757,627.9476168579267,2
31.922940892050345,79.18265063705715,20.840193776247748,251.21278697037707,4
20.331327027416144,59.82713911606351,16.052329740909048,763.1863704497639,6
68.92768570729005,71.10433501139367,15.446848368335344,876.5173697889057,3
62.41144063085703,83.11818543733726,39.69305974340079,295.0658200816981,2
